locus_tag	gene	product	go_terms
EQU24_RS07940	alaS	alanine--tRNA ligase	['GO:0006419', 'GO:1903506', 'GO:0006520', 'GO:2000112', 'GO:0010558', 'GO:0010468', 'GO:0008152', 'GO:2001141', 'GO:0006400', 'GO:0009987', 'GO:0043170', 'GO:0016597', 'GO:0044271', 'GO:0044238', 'GO:0005524', 'GO:0044464', 'GO:1902679', 'GO:0046914', 'GO:0045934', 'GO:0051252', 'GO:0000049', 'GO:0043604', 'GO:0006396', 'GO:0031327', 'GO:0019752', 'GO:1901564', 'GO:0019219', 'GO:0006355', 'GO:0005515', 'GO:0009451', 'GO:0016070', 'GO:0031326', 'GO:0043603', 'GO:0043043', 'GO:1901360', 'GO:0060255', 'GO:0044444', 'GO:0044267', 'GO:0050794', 'GO:0046483', 'GO:0003674', 'GO:0009892', 'GO:0005737', 'GO:0034470', 'GO:0010556', 'GO:0046872', 'GO:0044260', 'GO:0044424', 'GO:2000113', 'GO:0042802', 'GO:0034645', 'GO:0051172', 'GO:0034660', 'GO:0065008', 'GO:0009058', 'GO:0031323', 'GO:0036094', 'GO:0008033', 'GO:1901576', 'GO:0004812', 'GO:0006412', 'GO:0010605', 'GO:0010629', 'GO:0106074', 'GO:0003824', 'GO:0006139', 'GO:0005575', 'GO:0031406', 'GO:0009890', 'GO:0001130', 'GO:0071704', 'GO:0044249', 'GO:0006418', 'GO:0004813', 'GO:0006518', 'GO:0043038', 'GO:0006725', 'GO:0080090', 'GO:0051253', 'GO:0043167', 'GO:1903507', 'GO:1901566', 'GO:0048519', 'GO:0001131', 'GO:0043436', 'GO:0050789', 'GO:0090304', 'GO:0031324', 'GO:0002196', 'GO:0001141', 'GO:0140110', 'GO:0043412', 'GO:0005488', 'GO:0051171', 'GO:0010467', 'GO:0016874', 'GO:0008150', 'GO:0043177', 'GO:0006399', 'GO:0005622', 'GO:0006807', 'GO:0043168', 'GO:0043169', 'GO:0016875', 'GO:0001217', 'GO:0003700', 'GO:0065007', 'GO:0002161', 'GO:0140101', 'GO:0005829', 'GO:0016788', 'GO:0034641', 'GO:0016787', 'GO:0045892', 'GO:0005623', 'GO:0006450', 'GO:0009889', 'GO:0009059', 'GO:0008270', 'GO:0052689', 'GO:0006082', 'GO:0140098', 'GO:0019222', 'GO:0044281', 'GO:0048523', 'GO:0044237', 'GO:0043039', 'GO:0019538']
EQU24_RS07945		aspartate kinase	['GO:0016310', 'GO:0006520', 'GO:0009089', 'GO:0009532', 'GO:0016772', 'GO:0009066', 'GO:0006796', 'GO:0046394', 'GO:0009570', 'GO:0008152', 'GO:0009987', 'GO:0009085', 'GO:1901566', 'GO:0044238', 'GO:0005524', 'GO:0044464', 'GO:0043436', 'GO:0016053', 'GO:0009536', 'GO:0006793', 'GO:0016301', 'GO:0043231', 'GO:0019752', 'GO:1901564', 'GO:0004072', 'GO:0043226', 'GO:0046451', 'GO:0044444', 'GO:0008150', 'GO:0008652', 'GO:0003674', 'GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0044424', 'GO:0044434', 'GO:0043648', 'GO:0009058', 'GO:0016740', 'GO:0005623', 'GO:0044446', 'GO:1901576', 'GO:0009067', 'GO:1901607', 'GO:0044283', 'GO:0043227', 'GO:0044422', 'GO:0006553', 'GO:0003824', 'GO:1901605', 'GO:0006082', 'GO:0009507', 'GO:0005575', 'GO:0019202', 'GO:0016774', 'GO:0044281', 'GO:0044237', 'GO:0043229', 'GO:0044435', 'GO:0071704', 'GO:0044249', 'GO:0009088']
EQU24_RS07950	csrA	carbon storage regulator CsrA	['GO:2000112', 'GO:0010962', 'GO:0070873', 'GO:0045947', 'GO:0010558', 'GO:0006402', 'GO:0032881', 'GO:0010468', 'GO:0006725', 'GO:0032268', 'GO:0008152', 'GO:0080090', 'GO:0009987', 'GO:0043170', 'GO:0044238', 'GO:0048027', 'GO:0044464', 'GO:0048519', 'GO:0050789', 'GO:0090304', 'GO:0031324', 'GO:0003723', 'GO:0070874', 'GO:0034248', 'GO:0006417', 'GO:0051248', 'GO:0097159', 'GO:0031327', 'GO:0005488', 'GO:0051171', 'GO:0005979', 'GO:0062012', 'GO:0016070', 'GO:0031326', 'GO:1901363', 'GO:1901360', 'GO:0060255', 'GO:0044444', 'GO:0008150', 'GO:0003729', 'GO:0050794', 'GO:0016071', 'GO:0010906', 'GO:0046483', 'GO:0010675', 'GO:0006109', 'GO:0017148', 'GO:0003674', 'GO:0006446', 'GO:0034249', 'GO:0009892', 'GO:0005737', 'GO:0045719', 'GO:0010556', 'GO:0010677', 'GO:0005622', 'GO:0044424', 'GO:0006807', 'GO:0010608', 'GO:2000113', 'GO:0051172', 'GO:0065007', 'GO:0003676', 'GO:0051246', 'GO:0005829', 'GO:0034641', 'GO:0045948', 'GO:0032885', 'GO:0005623', 'GO:0043467', 'GO:0031323', 'GO:0043255', 'GO:0009889', 'GO:0010605', 'GO:0010629', 'GO:0006139', 'GO:0045912', 'GO:0005575', 'GO:0019222', 'GO:0048523', 'GO:0044237', 'GO:0009890', 'GO:0032269', 'GO:0071704']
EQU24_RS07955			[]
EQU24_RS07960			[]
EQU24_RS07965			[]
EQU24_RS07970		hypothetical protein	['GO:0016021', 'GO:0016020']
EQU24_RS07975		TonB-dependent receptor	['GO:0009279', 'GO:0016021']
EQU24_RS07980		cytochrome P450	['GO:0055114', 'GO:0020037', 'GO:0016705', 'GO:0005506']
EQU24_RS07985		response regulator	['GO:0000160']
EQU24_RS07990		ATP-binding protein	['GO:0005524', 'GO:0000155', 'GO:0000160', 'GO:0018106', 'GO:0023014', 'GO:0005886', 'GO:0016021']
EQU24_RS07995		IS3 family transposase	['GO:0015074', 'GO:0043565', 'GO:0032196']
EQU24_RS08000		translesion error-prone DNA polymerase V subunit UmuC	['GO:0016772', 'GO:1990234', 'GO:0003677', 'GO:0033554', 'GO:0042623', 'GO:0009605', 'GO:0006301', 'GO:0008152', 'GO:0006725', 'GO:0009987', 'GO:0043170', 'GO:0140097', 'GO:0005886', 'GO:0019985', 'GO:0044271', 'GO:0044238', 'GO:0016020', 'GO:0044464', 'GO:0006259', 'GO:0090304', 'GO:0016779', 'GO:0016021', 'GO:0034061', 'GO:0097159', 'GO:0019438', 'GO:0051716', 'GO:0005488', 'GO:0034654', 'GO:0016817', 'GO:1901363', 'GO:0009355', 'GO:0016818', 'GO:1901360', 'GO:0016462', 'GO:0008150', 'GO:0042575', 'GO:0046483', 'GO:0003674', 'GO:0032991', 'GO:0003697', 'GO:0006281', 'GO:0005622', 'GO:0071496', 'GO:0000731', 'GO:0044260', 'GO:0044424', 'GO:0006807', 'GO:0008094', 'GO:0071897', 'GO:0044425', 'GO:1901362', 'GO:0050896', 'GO:0034645', 'GO:0006974', 'GO:0018130', 'GO:0003676', 'GO:0009058', 'GO:0034641', 'GO:0017111', 'GO:0016787', 'GO:0016740', 'GO:0005623', 'GO:0009432', 'GO:0016887', 'GO:0071944', 'GO:0006950', 'GO:1902494', 'GO:1901576', 'GO:0009059', 'GO:0009991', 'GO:0003824', 'GO:0003887', 'GO:0031224', 'GO:0007154', 'GO:0006139', 'GO:0031668', 'GO:0005575', 'GO:0044237', 'GO:0061695', 'GO:0003684', 'GO:0071704', 'GO:0044249']
EQU24_RS08005	umuD	translesion error-prone DNA polymerase V autoproteolytic subunit	['GO:0003677', 'GO:0006281', 'GO:0016787', 'GO:0006355', 'GO:0009432']
EQU24_RS08010		DUF1566 domain-containing protein	['GO:0016021', 'GO:0016020']
EQU24_RS08015		ergothioneine biosynthesis protein EgtB	['GO:0006520', 'GO:0009056', 'GO:0019439', 'GO:0042398', 'GO:0046394', 'GO:0006725', 'GO:0006577', 'GO:0008152', 'GO:0009987', 'GO:0006575', 'GO:0043167', 'GO:0006790', 'GO:0000096', 'GO:1901566', 'GO:0008198', 'GO:0044271', 'GO:0044238', 'GO:0043436', 'GO:0016053', 'GO:0046395', 'GO:0046914', 'GO:0052698', 'GO:0044272', 'GO:0005488', 'GO:0019752', 'GO:1901564', 'GO:0052703', 'GO:1901361', 'GO:1901360', 'GO:0008652', 'GO:0008150', 'GO:0052708', 'GO:0046483', 'GO:0003674', 'GO:0052803', 'GO:0052699', 'GO:0046872', 'GO:0006807', 'GO:0043169', 'GO:0046700', 'GO:1901606', 'GO:0006578', 'GO:0016491', 'GO:0052704', 'GO:0009058', 'GO:0034641', 'GO:0006547', 'GO:0005506', 'GO:0016054', 'GO:0044248', 'GO:0009063', 'GO:0097164', 'GO:0052701', 'GO:0044282', 'GO:1901576', 'GO:1901575', 'GO:0052805', 'GO:0000097', 'GO:0044283', 'GO:0003824', 'GO:0055114', 'GO:1901605', 'GO:0006548', 'GO:0006082', 'GO:0044281', 'GO:0044237', 'GO:0044270', 'GO:0071704', 'GO:0044249', 'GO:1901565']
EQU24_RS08020	egtD	L-histidine N(alpha)-methyltransferase	['GO:0030745', 'GO:0032259']
EQU24_RS08025		DUF427 domain-containing protein	['GO:0016740']
EQU24_RS08030		IS4 family transposase	['GO:0006313', 'GO:0003677', 'GO:0004803', 'GO:0016021']
EQU24_RS08035		glutathione peroxidase	['GO:0006979', 'GO:0098869', 'GO:0055114', 'GO:0004602']
EQU24_RS08040		VOC family protein	['GO:0008198', 'GO:0003824', 'GO:0055114', 'GO:0006725']
EQU24_RS08045		IS3 family transposase	['GO:0015074', 'GO:0043565', 'GO:0032196']
EQU24_RS08055		diguanylate cyclase	['GO:0005623', 'GO:0040012', 'GO:0071944', 'GO:0016021', 'GO:0051271', 'GO:1902021', 'GO:0032879', 'GO:1902201', 'GO:2000146', 'GO:0008150', 'GO:0065007', 'GO:0006355', 'GO:0005886', 'GO:0005575', 'GO:2000145', 'GO:0048523', 'GO:0040013', 'GO:0016020', 'GO:0048519', 'GO:0044464', 'GO:0050789', 'GO:0051270', 'GO:0050794']
EQU24_RS08065		type II toxin-antitoxin system VapC family toxin	['GO:0000287', 'GO:0004519', 'GO:0090729', 'GO:0090501', 'GO:0004540']
EQU24_RS08070		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	['GO:0003677']
EQU24_RS08075		type II toxin-antitoxin system HigB family toxin	['GO:0016788']
EQU24_RS08080		transcriptional regulator	['GO:0006355', 'GO:0003677']
EQU24_RS08085		site-specific integrase	['GO:0015074', 'GO:0003677', 'GO:0006310']
EQU24_RS08090		hypothetical protein	[]
EQU24_RS08095		DUF433 domain-containing protein	['GO:0003677']
EQU24_RS08100		helix-turn-helix domain-containing protein	['GO:0003677']
EQU24_RS08105		hypothetical protein	['GO:0016021', 'GO:0016020']
EQU24_RS08110		hypothetical protein	['GO:0016021']
EQU24_RS08115		hypothetical protein	['GO:0016021']
EQU24_RS08120		IS1595 family transposase	['GO:0016021']
EQU24_RS08125		hypothetical protein	['GO:0003677', 'GO:0000737', 'GO:0005694']
EQU24_RS08130		type II toxin-antitoxin system Phd/YefM family antitoxin	[]
EQU24_RS08135		type II toxin-antitoxin system VapC family toxin	['GO:0016787']
EQU24_RS08140		transposase	['GO:0006313', 'GO:0003677', 'GO:0004803', 'GO:0016020']
EQU24_RS08150		hypothetical protein	['GO:0006355']
EQU24_RS08165		transposase	['GO:0006313', 'GO:0003677', 'GO:0004803', 'GO:0016020']
EQU24_RS08170		peroxiredoxin	['GO:0098869', 'GO:0045454', 'GO:0004601', 'GO:0005623', 'GO:0055114', 'GO:0051920']
EQU24_RS08175		type II toxin-antitoxin system HicB family antitoxin	[]
EQU24_RS08180		addiction module toxin, HicA family	['GO:0003729']
EQU24_RS08185		DUF1778 domain-containing protein	['GO:0006355']
EQU24_RS08190		GNAT family N-acetyltransferase	['GO:0008080']
EQU24_RS08195		N-6 DNA methylase	['GO:0003677', 'GO:0032775', 'GO:0004519', 'GO:0008170', 'GO:0009007', 'GO:0090305']
EQU24_RS08200		restriction endonuclease subunit S	['GO:0003677', 'GO:0004519', 'GO:0006304', 'GO:0090305']
EQU24_RS08205		hypothetical protein	['GO:0003677']
EQU24_RS08210		type II toxin-antitoxin system HicB family antitoxin	['GO:0003677']
EQU24_RS08215		addiction module protein	[]
EQU24_RS08220		type II toxin-antitoxin system RelE/ParE family toxin	['GO:0016021', 'GO:0016020']
EQU24_RS08225		DEAD/DEAH box helicase	['GO:0009035', 'GO:0003677', 'GO:0004386', 'GO:0005524', 'GO:0006304', 'GO:0090305']
EQU24_RS08230		DUF1311 domain-containing protein	[]
EQU24_RS08235		hypothetical protein	['GO:0016021', 'GO:0016020']
EQU24_RS08245		hypothetical protein	['GO:0016021']
EQU24_RS08250		DUF2231 domain-containing protein	['GO:0016021']
EQU24_RS08255	coxB	cytochrome c oxidase subunit II	['GO:0046034', 'GO:0016310', 'GO:0006807', 'GO:0006163', 'GO:0009123', 'GO:0009167', 'GO:0009150', 'GO:0006796', 'GO:0042773', 'GO:0019637', 'GO:0006725', 'GO:0008152', 'GO:0009987', 'GO:0006119', 'GO:0022900', 'GO:0009117', 'GO:0005886', 'GO:0004129', 'GO:0017144', 'GO:0009144', 'GO:0034641', 'GO:0016020', 'GO:0044238', 'GO:0009161', 'GO:0044464', 'GO:0005623', 'GO:0045333', 'GO:1901135', 'GO:0009205', 'GO:0015980', 'GO:0009126', 'GO:0071944', 'GO:0072521', 'GO:0009259', 'GO:0016021', 'GO:0006793', 'GO:0055086', 'GO:0009199', 'GO:0019693', 'GO:0055114', 'GO:0008150', 'GO:0006139', 'GO:0006091', 'GO:1901564', 'GO:0009141', 'GO:1902600', 'GO:0005575', 'GO:0005507', 'GO:0044281', 'GO:0044237', 'GO:1901360', 'GO:0071704', 'GO:0022904', 'GO:0006753', 'GO:0046483']
EQU24_RS08260	ctaD	cytochrome c oxidase subunit I	['GO:0070469', 'GO:0020037', 'GO:0015990', 'GO:0009060', 'GO:0022904', 'GO:0004129', 'GO:0016021']
EQU24_RS08265		hypothetical protein	['GO:0016021']
EQU24_RS08270		cytochrome c oxidase assembly protein	['GO:0016021']
EQU24_RS08275		hypothetical protein	['GO:0098734', 'GO:0098599']
EQU24_RS08280		hypothetical protein	[]
EQU24_RS08285		hypothetical protein	[]
EQU24_RS08290		hypothetical protein	['GO:0009058', 'GO:0016747']
EQU24_RS08295		hypothetical protein	['GO:0016779']
EQU24_RS08305		SHOCT domain-containing protein	[]
EQU24_RS08320		2OG-Fe(II) oxygenase	['GO:0055114', 'GO:0016705', 'GO:0005506', 'GO:0031418']
EQU24_RS08325		methyltransferase	['GO:0031167', 'GO:0005737', 'GO:0008757', 'GO:0005622', 'GO:0008170', 'GO:0006807', 'GO:0034470', 'GO:0044260', 'GO:0008173', 'GO:0044424', 'GO:0003677', 'GO:0043414', 'GO:0008649', 'GO:0008168', 'GO:0006725', 'GO:0001510', 'GO:0052916', 'GO:0008152', 'GO:0034660', 'GO:0009987', 'GO:0043170', 'GO:0005829', 'GO:0016072', 'GO:0034641', 'GO:0044238', 'GO:0000154', 'GO:0044464', 'GO:0016740', 'GO:0005623', 'GO:0090304', 'GO:0006306', 'GO:0071840', 'GO:0008990', 'GO:0043412', 'GO:0006396', 'GO:0003824', 'GO:0044085', 'GO:0006139', 'GO:0016435', 'GO:0006364', 'GO:0010467', 'GO:0016741', 'GO:0009451', 'GO:0016070', 'GO:0005575', 'GO:0140098', 'GO:0032259', 'GO:0044237', 'GO:0022613', 'GO:1901360', 'GO:0140102', 'GO:0044444', 'GO:0071704', 'GO:0008150', 'GO:0070475', 'GO:0042254', 'GO:0046483', 'GO:0003674']
EQU24_RS08330		hypothetical protein	[]
EQU24_RS08335		fumarate hydratase	['GO:0046872', 'GO:0033554', 'GO:0016836', 'GO:0050896', 'GO:0042802', 'GO:0006099', 'GO:0006974', 'GO:0008152', 'GO:0016862', 'GO:0009987', 'GO:0072350', 'GO:0017144', 'GO:0044238', 'GO:0043436', 'GO:0045333', 'GO:0016860', 'GO:0004333', 'GO:0015980', 'GO:0006101', 'GO:0006950', 'GO:0050163', 'GO:0047808', 'GO:0051536', 'GO:0009060', 'GO:0005488', 'GO:0003824', 'GO:0019752', 'GO:0051716', 'GO:0055114', 'GO:0006091', 'GO:0016835', 'GO:0051539', 'GO:0006082', 'GO:0016829', 'GO:0005515', 'GO:0051540', 'GO:0044281', 'GO:0044237', 'GO:0016853', 'GO:0048037', 'GO:0071704', 'GO:0008150', 'GO:0016999', 'GO:0003674']
EQU24_RS08340		response regulator	['GO:0000160']
EQU24_RS08345		diguanylate cyclase	['GO:0052621', 'GO:0005515', 'GO:0000160']
EQU24_RS08350		hydroxylamine reductase	['GO:0046872', 'GO:0047991', 'GO:0055114', 'GO:0016021']
EQU24_RS08355	haoB	hydroxylamine oxidation protein HaoB	[]
EQU24_RS08360		hypothetical protein	['GO:0016787', 'GO:0005975']
EQU24_RS08365		glycoside hydrolase family 57	['GO:0016787', 'GO:0005975']
EQU24_RS08370		response regulator	['GO:0000155', 'GO:0000160', 'GO:0018106', 'GO:0023014', 'GO:0005524', 'GO:0016021']
EQU24_RS08375		transporter substrate-binding domain-containing protein	[]
EQU24_RS08380		transporter substrate-binding domain-containing protein	[]
EQU24_RS08385		serine hydrolase	['GO:0016787']
EQU24_RS08390		response regulator	['GO:0016787', 'GO:0000160']
EQU24_RS08395	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	['GO:0000166', 'GO:0006732', 'GO:0006807', 'GO:0008750', 'GO:0019362', 'GO:0006796', 'GO:0044425', 'GO:0019637', 'GO:0016652', 'GO:0006725', 'GO:0008152', 'GO:0016491', 'GO:0009987', 'GO:0046496', 'GO:0044459', 'GO:0009117', 'GO:0005886', 'GO:0005887', 'GO:0034641', 'GO:0016020', 'GO:0044238', 'GO:0044464', 'GO:0005623', 'GO:0071944', 'GO:0006739', 'GO:0006740', 'GO:0036094', 'GO:0016021', 'GO:0006793', 'GO:0055086', 'GO:0008746', 'GO:0097159', 'GO:0051186', 'GO:0005488', 'GO:0003824', 'GO:0055114', 'GO:0031224', 'GO:0006139', 'GO:1901564', 'GO:0050661', 'GO:0016651', 'GO:0006733', 'GO:0005575', 'GO:0044281', 'GO:1901265', 'GO:1901363', 'GO:0044237', 'GO:1901360', 'GO:0050662', 'GO:0031226', 'GO:0048037', 'GO:0072524', 'GO:0071704', 'GO:0008150', 'GO:0006753', 'GO:0046483', 'GO:0003674']
EQU24_RS08400		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	['GO:0000166', 'GO:0006732', 'GO:0019362', 'GO:0006796', 'GO:0019637', 'GO:0016652', 'GO:0006725', 'GO:0008152', 'GO:0051287', 'GO:0009987', 'GO:0044459', 'GO:0005886', 'GO:0005887', 'GO:0016020', 'GO:0044238', 'GO:0044464', 'GO:0006739', 'GO:0006740', 'GO:0016021', 'GO:0006793', 'GO:0008746', 'GO:0097159', 'GO:0051186', 'GO:0005488', 'GO:1901564', 'GO:0050661', 'GO:0005515', 'GO:1901363', 'GO:0046983', 'GO:1901360', 'GO:0031226', 'GO:0048037', 'GO:0072524', 'GO:0008150', 'GO:0006753', 'GO:0046483', 'GO:0003674', 'GO:0006807', 'GO:0008750', 'GO:0044425', 'GO:0016491', 'GO:0046496', 'GO:0009117', 'GO:0034641', 'GO:0005623', 'GO:0071944', 'GO:0036094', 'GO:0055086', 'GO:0003824', 'GO:0055114', 'GO:0031224', 'GO:0006139', 'GO:0016651', 'GO:0006733', 'GO:1902600', 'GO:0005575', 'GO:0044281', 'GO:1901265', 'GO:0044237', 'GO:0050662', 'GO:0071704']
EQU24_RS08405		response regulator transcription factor	['GO:0006355', 'GO:0003677', 'GO:0000160']
EQU24_RS08410		response regulator	['GO:0023014', 'GO:0000155', 'GO:0000160', 'GO:0016021']
EQU24_RS08415		hypothetical protein	[]
EQU24_RS08420		hypothetical protein	[]
EQU24_RS08425		hypothetical protein	['GO:0005623', 'GO:0071944', 'GO:0016020', 'GO:0044464', 'GO:0005886', 'GO:0005575', 'GO:0016021']
EQU24_RS08435		chemotaxis protein CheB	['GO:0008984', 'GO:0006935', 'GO:0000160', 'GO:0005737', 'GO:0000156']
EQU24_RS08440		response regulator transcription factor	['GO:0006355', 'GO:0003677', 'GO:0000160']
EQU24_RS08445		response regulator	['GO:0000155', 'GO:0000160', 'GO:0015209', 'GO:0023014', 'GO:0015856', 'GO:0016021']
EQU24_RS08450	urtA	urea ABC transporter substrate-binding protein	['GO:0006865']
EQU24_RS08455	urtB	urea ABC transporter permease subunit UrtB	['GO:0005886', 'GO:0022857', 'GO:0055085', 'GO:0016021']
EQU24_RS08460	urtC	urea ABC transporter permease subunit UrtC	['GO:0005886', 'GO:0022857', 'GO:0055085', 'GO:0016021']
EQU24_RS08465	urtD	urea ABC transporter ATP-binding protein UrtD	['GO:0005524', 'GO:0016887']
EQU24_RS08470	urtE	urea ABC transporter ATP-binding subunit UrtE	['GO:0005524', 'GO:0016887']
EQU24_RS08475		acetamidase/formamidase family protein	['GO:0004328']
EQU24_RS08480		formamidase	[]
EQU24_RS08485		hydrogenase maturation protease	['GO:0008233', 'GO:0008047', 'GO:0043085', 'GO:0006508']
EQU24_RS08490		hypothetical protein	['GO:0016021', 'GO:0016020']
EQU24_RS08495		alpha/beta fold hydrolase	['GO:0016787', 'GO:0016020']
EQU24_RS08500	cobO	cob(I)yrinic acid a,c-diamide adenosyltransferase	['GO:0005737', 'GO:0005524', 'GO:0009236', 'GO:0008817', 'GO:0006779']
EQU24_RS08505		hypothetical protein	['GO:0016021']
EQU24_RS08510		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	['GO:0006732', 'GO:0009110', 'GO:0016407', 'GO:0046394', 'GO:0008144', 'GO:0008152', 'GO:0009987', 'GO:0070279', 'GO:0043167', 'GO:0006790', 'GO:0017144', 'GO:1901566', 'GO:0044271', 'GO:0008710', 'GO:0044464', 'GO:0043436', 'GO:0016053', 'GO:0097159', 'GO:0051186', 'GO:0043604', 'GO:0044272', 'GO:0005488', 'GO:0019752', 'GO:1901564', 'GO:0072330', 'GO:0043603', 'GO:0016874', 'GO:1901363', 'GO:1901360', 'GO:0016747', 'GO:0048037', 'GO:0044444', 'GO:0008150', 'GO:0046483', 'GO:0003674', 'GO:0009108', 'GO:0005737', 'GO:0046872', 'GO:0005622', 'GO:0006807', 'GO:0043168', 'GO:0043169', 'GO:0044424', 'GO:0019842', 'GO:0008890', 'GO:1901362', 'GO:0016746', 'GO:0006768', 'GO:0009102', 'GO:0018130', 'GO:0006767', 'GO:0030170', 'GO:0051188', 'GO:0005829', 'GO:0009058', 'GO:0032787', 'GO:0034641', 'GO:0008483', 'GO:0016740', 'GO:0005623', 'GO:0036094', 'GO:1901576', 'GO:0044283', 'GO:0003824', 'GO:0016408', 'GO:0042364', 'GO:0016453', 'GO:0006082', 'GO:0005575', 'GO:0044281', 'GO:0044237', 'GO:0006766', 'GO:0050662', 'GO:0071704', 'GO:0044249']
EQU24_RS08515		NAD-dependent epimerase/dehydratase family protein	['GO:0003824', 'GO:0050662']
EQU24_RS08525		two-component system response regulator	['GO:0016787', 'GO:0000160']
EQU24_RS08530		PAS domain S-box protein	['GO:0000155', 'GO:0000160', 'GO:0023014', 'GO:0005515', 'GO:0016021']
EQU24_RS08535		hypothetical protein	[]
EQU24_RS08540		PAS domain-containing protein	['GO:0008984', 'GO:0006935', 'GO:0000160', 'GO:0008757', 'GO:0005737', 'GO:0000156', 'GO:0032259']
EQU24_RS08545		EAL domain-containing protein	['GO:0007602', 'GO:0009881', 'GO:0104004', 'GO:0006807', 'GO:0044260', 'GO:0009883', 'GO:0060089', 'GO:0009583', 'GO:0009314', 'GO:0009639', 'GO:0050896', 'GO:0009605', 'GO:0008152', 'GO:0065007', 'GO:0009987', 'GO:0043170', 'GO:0018298', 'GO:0010017', 'GO:0071489', 'GO:0044238', 'GO:0071214', 'GO:0050789', 'GO:0009582', 'GO:0023052', 'GO:0007165', 'GO:0052621', 'GO:0009416', 'GO:0006464', 'GO:0009581', 'GO:0043412', 'GO:0051606', 'GO:0036211', 'GO:0051716', 'GO:0007154', 'GO:1901564', 'GO:0071482', 'GO:0006355', 'GO:0005515', 'GO:0071478', 'GO:0044237', 'GO:0009628', 'GO:0009585', 'GO:0071704', 'GO:0008150', 'GO:0044267', 'GO:0050794', 'GO:0019538', 'GO:0038023', 'GO:0003674']
EQU24_RS08550		response regulator	['GO:0003723', 'GO:0000160']
EQU24_RS08555		hypothetical protein	['GO:0005515', 'GO:0016021']
EQU24_RS08560		EAL domain-containing protein	['GO:0006355']
EQU24_RS08565		AAA family ATPase	['GO:0006508', 'GO:0005524', 'GO:0004176', 'GO:0004252', 'GO:0030163']
EQU24_RS08570		hypothetical protein	[]
EQU24_RS08580		efflux RND transporter permease subunit	['GO:0022857', 'GO:0055085', 'GO:0016021']
EQU24_RS08585		efflux RND transporter periplasmic adaptor subunit	['GO:0022857', 'GO:0055085', 'GO:0016021']
EQU24_RS08590		efflux transporter outer membrane subunit	['GO:0009279', 'GO:0055085', 'GO:0015562', 'GO:0005886', 'GO:0016021']
EQU24_RS08595		TetR/AcrR family transcriptional regulator	['GO:0003677']
EQU24_RS08605		DUF1249 domain-containing protein	[]
EQU24_RS08610		6-carboxytetrahydropterin synthase	['GO:0046872', 'GO:0008616', 'GO:0070497']
EQU24_RS08615		PilZ domain-containing protein	['GO:0035438']
EQU24_RS08620		tryptophan--tRNA ligase	['GO:0006520', 'GO:0005737', 'GO:0006399', 'GO:0005622', 'GO:0004830', 'GO:0006518', 'GO:0006807', 'GO:0043038', 'GO:0016875', 'GO:0044260', 'GO:0044424', 'GO:0006725', 'GO:0034645', 'GO:0008152', 'GO:0034660', 'GO:0009987', 'GO:0043170', 'GO:0006418', 'GO:0140101', 'GO:0005829', 'GO:0009058', 'GO:0034641', 'GO:0044271', 'GO:1901566', 'GO:0044238', 'GO:0005524', 'GO:0044464', 'GO:0043436', 'GO:0005623', 'GO:0090304', 'GO:0009059', 'GO:1901576', 'GO:0004812', 'GO:0006412', 'GO:0006436', 'GO:0043604', 'GO:0003824', 'GO:0019752', 'GO:0008150', 'GO:0006139', 'GO:1901564', 'GO:0010467', 'GO:0006082', 'GO:0140098', 'GO:0016070', 'GO:0005575', 'GO:0043603', 'GO:0016874', 'GO:0043043', 'GO:0044237', 'GO:0044281', 'GO:1901360', 'GO:0043039', 'GO:0044444', 'GO:0071704', 'GO:0044249', 'GO:0044267', 'GO:0019538', 'GO:0046483', 'GO:0003674']
EQU24_RS08625		hypothetical protein	[]
EQU24_RS08630	dnaB	replicative DNA helicase	['GO:0010212', 'GO:0051276', 'GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0044260', 'GO:0032392', 'GO:0006996', 'GO:0044424', 'GO:0003677', 'GO:0004386', 'GO:0009314', 'GO:0050896', 'GO:0042802', 'GO:0006725', 'GO:0034645', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:0140097', 'GO:0005829', 'GO:0009058', 'GO:0034641', 'GO:0016787', 'GO:0017111', 'GO:0044238', 'GO:0005524', 'GO:0044464', 'GO:0006259', 'GO:0005623', 'GO:1990077', 'GO:0090304', 'GO:0003678', 'GO:0006260', 'GO:0071840', 'GO:0009059', 'GO:0032508', 'GO:1901576', 'GO:0006261', 'GO:0006268', 'GO:0071103', 'GO:0005488', 'GO:0003824', 'GO:0008150', 'GO:0006139', 'GO:0006269', 'GO:0005515', 'GO:0005575', 'GO:0016462', 'GO:0016817', 'GO:0044237', 'GO:0009628', 'GO:0016818', 'GO:1901360', 'GO:0044444', 'GO:0071704', 'GO:0044249', 'GO:0016043', 'GO:0046483', 'GO:0003674']
